text,target
@caldjr aw hope you feel better soon ,0
whoah. i'm starting to miss him ,0
can't wait till Sunday tweets this is gonna be good ,1
@andysc Probably just different. Welcome to proprietary driver development ,0
"Been working hard. London had glorious weather, came back to Kent and it was raining ",0
"Meeting fail, nothing resolved. Going to be a rough week ",0
@missamander alright now get that pic up on facebook! ,1
@RoodKid Ahhh  I loves you too david!!  xxxxxx Miss You ,0
@somanybabes ARE U WORKING TMR?!? shit cathay shutter very heavy ,0
"@SSnet dope track, but no download? ",0
Laying back down ,1
Up since 3:00. Going to be a looooong day. ,0
"Election is going bad  Go and vote, what he hell is wrong with you?!",0
"had a &quot;follower&quot; get suspended.  Thanks for the weirdos, Bob ",1
This person behind cough like crazy on me. I hope I don't get the swine flu. Pray for me please. ,0
Finished the last of the 7 seasons of 'Gilmore Girls'. Miss the Lorelais already. ,0
"oh man I read all of your tweets of Jon and Kate, you guys were right, this is tragic sad.  oh man",0
@standtrooper  ...I have a good fiend who is also an awesome ATL artist  and worth some follow love  enjoy @clow2ground,1
oh my goodness space ace and dragons lair on the iPhone  hello more non-productivity.,1
7 killed in Tehran yesterday? http://edition.cnn.com/2009/WORLD/meast/06/16/iran.elections.protests/index.html  #IranElection,0
"@JBMovies Come, come - surely you're not repeating the canard that &quot;indie&quot; and &quot;cheap&quot; are synonymous? ",1
AWESOME PRESENT!!! Cyn got me the coolest early Bday present EVER    http://twitpic.com/6e4wf #chuck,1
just woke upp .... wanna go back to sleeep ,0
"@cessii DONT YOU DARE CALLIN ME A BITCH, BITCH  and btw i said i would CONSIDER it. it doesnt mean im not going!! :O",1
Preparing my official resume today!!!  Welcome to the Real World!!,1
stephen just exploded my lemony water ,0
@TheRealJordin i know exactly how your feeling  Im curled up in bed right now witha hot water bottle. NOT FUN! haha hope you feel better x,0
@bewareofabkco someone left a baby in a box in phoenix yesterday. sick fucks! ,0
Hmm spent hours with emma yesterday and a couple with Sarah today so why do I feel like I haven't seen them in ages ,0
is thinking that laying down sounds nice....but I don't like the idea of sleeping while Dave flies over the Atlantic.  *sniff*,0
Take that back :O the Punk version to Rihanna's Disturbia is awesome   ... better than hers &lt;_&lt;,1
Good morning world. ,1
@lindseliz tweet tweet! why can't i write on your wall? ,0
Our red tail hawk has to go to a rehabilitater now ,0
 niice day&lt;  ?,1
Hopefully this afternoon I'll be able to go driving after work. ,1
So hiya! I'm on Twitter! ,1
Had so much fun last night. It is a night to remember.  So tired now though. ,0
@justen_fong you fail  but i'll help you in math12 next year ,0
So upset that spring break is like over ,0
@smile_o3o  I am going to be at your graduation!  I'll look for you at the reception! ,1
@JackAllTimeLow I think I'd enjoy it more if it wasn't so smoky  but we'll probably go!,0
@InnerWizard oh thanks so much I love your sight I favorited to go over it.  So positve ,1
ok home now...just got some smart start &amp; special K strawberries &amp; yogurt cereal on sale @ riteaid ,1
@HungryHippo13 ok we will  Ross and Dee make history  All my friends call me &quot;Dee&quot;,1
@Tharomas 24 ,0
Just finished Day 2 of 3-day retreat. Good content but no web access and near north pole. Have to drive car instead of cycle ,0
huhu cheffin ,1
"@Juuuuls yeah, we won't that. maybe he won't hug me anymore, if he finds out ",0
@jayaugust /me too! ,1
"@taylorswift13 OMG Taylor is so cool. i love you, always be FEARLESS ",1
all i can hear is frankie singing  !,1
@savvygrl Eww.. That looks gross... I am guilty of still eating fish... ,0
my cousin just danced! whooo go morgan  She did amazing,1
"bearly got home   ugh need to wash clothes,shower,sleep and wake up early for summer school :@",0
@mileycyrus i think youre amazing  your my idol and would love to meet you one day ,1
"@KayluvsChrisM Pleasseee, I need it ",0
@JL_Anderson  Me too.. I'll try that next time. ,1
@Liinduhhh are you serious biff ? ,0
Well the sun is shining and I'm feeling guilty 'cos I've neglected the garden. Seed sowing and weeding today methinks ,1
"chelsea best show everton whats good, im dreading the barbers if they don't ",0
is getting on with work and looking forward to the evening ,1
@anthonyrojas okayyy phew. didn't wanna be alittle cr33pst3r there. and thanks ,1
At the gym. Pup is okay but needs eye drops and week off daycare for leg. ,0
Campari + orange juice...what can be better? ,1
my sister woke me up at like 7  im tireddd. i hope today is fun...,0
"@ferric Well, both the big Y! and the big S are treating me well. ",1
"It's so nice listening to the rain on the roof it's really hard to get out of bed. Oh well, suppose I better... ",0
@JoeJGirl2009 Oh... cool... standing out... ,1
*twisted.. gahh studying is making screw up my commercial ,0
 à¸à¸¹à¹?à¸à¹à¸à¹ hitech,1
"@macmuso but mainly I'd just like to be able to really work on my music (being sick's not helped =P). but it's for work, so I'll be paid ",1
on my way to work.  ihop tonight with ezelle!,0
@Padt Maintenance: You're doing it wrong! ,1
BB  â¥ I think ALL the non housemates should be voted off tbh.. then should be replaced by lots of fitty ladss  ;) haa!,1
@soapylove But the pain for me got a bit much. Going to try again though - I've already paid for it ,1
@sneadon whats crackin dude?! Everton for the FA Cup? ,1
"@PaulKCMF I want to kill the ex at the moment, but I'd get in trouble for it ",0
her bib says it all   http://sml.vg/cgWgSV,1
I love this kind of weather ,1
"Don't like killing my own kind, but tha git wouldn't shut hs trap! Now ta drink in peace!  almost wish Dru was at my side. ",0
"I'm at Frankie &amp; Benny's in the Xscape, Milton Keynes... enjoying Chicken Carbonara...  - http://bkite.com/07XYr",1
@StorySeeker Hahaha! That is just too funny! ,1
WTF?! no pounds lost since I stopped the lemon diet!!!!  sux....,0
"had tons of fun with shelbs, mal, and tay last night!  timewellwasted?",1
picked out my glasses!!!! ,1
@FoxxFiles Wow 5am? LOL I guess u start ur day early? I can only tolerate their sweet tea ,1
"@noangelvfc 5 hmm. O yes, McFly, it's more ha, but eh doing it on twitter DDDDDDDDD I'm cool. O I shall tell you later ",1
@jiggalee obv i can't call you bc i lost my phone ,0
"@GavinOsborn yeah, I did ask for him to be banned ",1
@dannygokey At least you had some rest. ,1
@rhysamos Mercy/austin hospital taken from Heidelberg station platform 2.  And it's a great time not to be at work ,1
Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop ,0
Lets make &gt;&gt;&gt; #echelonday a Trending Topics! ,1
MTV awards are not on in my area ,0
@meeshly why r all good things depressants? lol. the only times my mood swings madly is during r'ship issues. i got reminded of it today ,0
has been driven indoors - away from her bedding plants - by the rain  ,0
yeah Twitter is back to work after maintenance ,1
Who is going to the Online Fashion 100 party tonight in London? I am invited but nobody to go with ,0
On the phone with my baby. I miss him so much. ,0
@hansonmusic I wish the fan event in Tulsa was NOT during my college graduation  miss you guys!,0
"@armadaboard ??????????????? ??????, ????? ?? ??????, ???????  ?? ??????? ????????? ??????.",1
@nb42 totally agree #publicbuspool that is the best when it's only your colleagues around! hate it when it's raining on Hosur Road! ,1
@JenniferParekh  @tylerwalea @ashleytneil @ken_zee I may be making a special appearance tomorrow evening... Stay tuned ,1
@DineandDish VERY random. Makes you wonder why...especially at 8:00 in the morning. You must be hard to forget ,1
"After security scare, we're now forced to sit in locked office  not doing much for legit visitation or air circulation. Dang thievery!",0
"To atascadeo! Again for practice  text, tweet, myspace.",0
@justkaty I blame josh &amp; bff ..she was sick earlier &amp; so was josh ,0
@Jason_Manford figuring that out has just ruined my childhood. ,0
"@potentiate My wife told me about the green avatars yesterday, but I didn't get around to doing something about it until today. ",0
@MESTiZAMAGANDA take more pictures of your hair please ,1
the phils lost and brad lidge blew a save ,0
so bored! ,0
"@kathyIreland LOL, I did too for awhile...but its FREE PC to PC, low cost PC to phone. Take care, safe flight! ",1
I don't feed into bullshit.... Sorry  awwwwww what a cock succer !!!!!!!,0
"At home, and bored as hell. The Lakers 2-2 ",0
"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  ",0
@WearTheEyepatch oohhh no &lt;3 love you. Good luck with your exams can't wait to see you during summer  x,1
one month ago i was the most happiest person.. n now.. ijustwannadie ,0
@flmogirl so glad to see you this weekend!! It had been too long!  Hope you had a safe trip home!,0
Pity my cat. It's too warm for him. He keeps hiding in the shade.  Must suck to have fur on a day like this.,0
It doesn't seem to matter how many times I see that movie it always makes me smile and giggle.  Party on dudes! ,1
Not feeling so good  so a really lazy sunday today!,0
@radosko He was so sad...tried to hold back tears at one point. ,0
"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",0
reading a novel ,1
i am in texarkana. think my computer has a  virus  . i've been tweeting from my sis' account @tanyaka. her page sucks!,0
"is SO close, but SOOOO fat away ",0
@bignatewoods  Well Leigh was @leighmathews but maybe she gave up.  Boo to that.  Welcome to the twitterverse!!  Have fun! ,1
@dustyedwards mornin' ,1
is back to work!  #squarespace,0
Watching the Naruto Shippuden Movie 2: Bonds with the hubby while having dinner   Yeys,1
@katiemcdee everything a-ok! (Just our heart rates up a bit and the cats hiding under stuff.) ,1
"@realangiejolie i can imagine how busy you must be. i'm somewhat busy/relaxing myself, just here and there, still enjoys life though! ",1
@tjp LOL! PS. Congratulations on fitting both your head and your foot into your avatar picture  #nosmallfeat #punlowestformofwit,1
"My hands are swollen, very weird. I don't understand why they have counted our ballots yet, they've had 3 days!  #eu09",1
"@Vickeretta Nooooo, i reckon Alan likes it. It's different, it's a risk - he likes risk takers. C'mon Yas! ",0
@joykb1124 Basically a loans officer at a &quot;pay day loan&quot; kind of place ..but they're growing and hoping to be a bank within 5 years ,1
feck i heard. ,0
Coach B I just saw ur msg you were n okc!!!  4059239095!!! Call me sometime,0
@Bathbad I'd like to think so   And we haven't forgotten you really ,1
"crappy day turned awesome at work, only to come home to discover that my chico dog is sick ",0
noooooooo movie6.net is being shut down due to 'legal issues'. ,0
and now it's raining again this side of Manila....where's the sun????... ,0
http://img117.imageshack.us/i/windchimezp4.jpg/ lol going through my imageshack.. i dont know where this wind chime is currently  sadface,0
caved in and bought some iphone apps... sally's day spa? sally's hair salon? omg... im such a sucker ,0
going to blue sky  then coming back and cleaning..cant wait til thursday),1
i feel like i'm still in 7th grade. i hate this leveling up thang. if only we can just fail schoool &amp; stay 7thgrade forevahhhhh ,0
going to be a good service this morning... ,1
my jaw dropped while watching the New Moon Trailer.Taylor Lautner where are you?! lol  cant wait for november to come! why cant it be now.,1
@zadr I want to try it sometime with an actual keyboard ,1
@chriscuzzy Mermaids are almost extinct and should not be kept in captivity. And that's Disney's fault! Or so I heard! ,1
"@1225491 That's SO not cool  I am sorry for you. As a Portuguese-Canadian woman, I would like to offer my apologies for her.",0
@beesknees42 Set the clock ahead two hours and make him think its later ,1
reading twilight again... im not a psycho fan but i love the storyyyyyy.. will be watching teh movie for the 11th time again later  ,1
"@hipattack yeah, not good. ",0
"@hannahnicklin Aw, sorry to hear that  And it seemed so full of life yesterday! Tbh the USB went on a friends WinMob phone. Hmmm :-\",0
@rerunaway follow me !! ,1
@elissastein maybe not but you're still awesome just the same. ,1
i wanna take a nap nap but i can't can't because of prom hair  sad,0
@lacyleathers wow thanks for recomending me ,1
I need a hug...and less cynicism. It's making me depressed. ,0
@KendallMK That makes me sad that people would be mean to their puppy cause it was acting like a puppy ,0
"@TheHeathenMommy Awww... C'mon darlin, you're too pretty to be in a bad mood. Besides, it's my birthday today, so that's not allowed. ",1
I am craving for japanese food ,0
